userId,laptop_id,rating,timestamp
4,48,1,986934786
4,132,3,986934870
4,220,5,945079653
4,113,2,964622684
4,71,5,945078967
4,51,4,986934786
4,62,2,945078690
4,66,4,945079052
4,231,5,945079521
4,194,4,986935016
4,41,3,986935328
4,3,5,986934738
4,197,5,964539855
4,209,5,945174008
4,186,4,945079729
4,110,5,964540008
4,78,1,945629238
4,129,1,964622590
4,215,2,964538964
4,169,4,945078467
4,183,4,964622590
4,176,5,945079164
4,174,3,964623306
4,56,4,986935302
4,147,4,945079858
4,47,1,945173385
4,118,5,945078863
4,65,5,964622684
4,18,1,986848894
4,127,4,945079790
4,149,5,945079013
4,208,2,945078542
4,37,4,964539986
4,134,1,964778621
4,210,2,945173553
4,40,5,964539628
4,212,5,945078814
4,30,5,964539140
4,39,4,986935016
4,14,4,945078708
4,226,5,986934870
4,100,2,945078528
4,202,2,945078946
4,68,4,986848610
4,4,4,986936200
4,21,5,945079920
4,217,4,986934884
4,98,3,964778197
4,23,5,964622487
4,58,4,964539121
4,114,1,964538930
4,90,4,964539771
4,164,4,964539828
4,151,4,964623306
4,198,4,986934498
4,94,3,964622758
4,79,5,964538329
4,213,4,964539395
4,6,4,986849238
4,162,2,964538243
4,109,1,986848908
4,106,5,964538351
4,93,2,986849212
4,203,1,986935199
4,80,3,964539085
4,191,3,986936207
4,5,5,986849180
4,59,4,986934465
4,85,3,986849149
4,195,4,986849164
4,11,4,986849130
4,124,3,986934819
4,172,1,986849254
4,225,3,986848856
4,89,4,986849180
4,87,3,986849201
4,61,3,986849226
4,184,4,986849149
4,99,5,986848753
4,95,3,986848665
4,224,4,986934901
4,32,3,986848685
4,185,3,986848700
4,73,2,1007569424
4,223,5,986848685
4,189,4,1007574542
4,221,3,1007569465
4,190,2,1007569424
4,148,4,1007574470
4,193,1,1007569465
4,42,4,1007569586
4,7,3,1007574509
4,140,1,1007569586
4,10,3,1007574532
4,175,5,1007569445
4,75,3,1007569445
4,26,4,1007574532
4,153,4,1007569465
5,70,5,845556131
5,212,3,845555300
5,197,2,845555694
5,115,4,845555124
5,60,4,845555454
5,140,4,845554584
5,221,4,845553559
5,12,3,845555151
5,79,1,845555436
5,188,4,845554349
5,135,3,845553757
5,165,5,845553283
5,147,4,845553994
5,90,3,845556257
5,117,3,845555342
5,50,3,845554987
5,184,3,845555024
5,175,4,845553586
5,110,4,845553966
5,94,4,845555607
5,228,4,845553110
5,201,4,845553586
5,86,3,845553146
5,176,4,845553660
5,210,3,845555006
5,129,5,845553457
5,168,3,845553253
5,122,3,845553907
5,102,3,845553146
5,215,5,845553695
5,213,3,845554263
5,169,3,845555402
5,49,3,845554479
5,190,3,845554931
5,51,1,845555362
5,121,2,845555006
5,97,3,845553938
5,61,3,845553283
5,58,3,845553619
5,179,3,845556241
5,142,2,845554931
6,155,3,845553619
6,148,3,845555477
6,226,4,845554024
6,220,3,845553253
6,9,3,845556106
6,206,4,845556310
6,106,4,845556181
6,15,4,845554099
6,42,3,845555382
6,18,2,845553994
6,223,3,845556131
6,231,4,845554024
6,38,3,845553794
6,120,4,845553381
6,78,5,845553966
6,215,3,845553174
6,166,2,845554176
6,193,4,845553559
6,30,4,845553875
6,190,3,845554987
6,174,3,845555571
6,12,3,845555588
6,135,5,845554263
6,159,4,845555588
6,189,3,845556257
6,216,4,845553619
6,104,3,845553283
6,163,3,845555655
6,79,3,845553726
6,39,5,845554176
6,150,3,845555172
6,233,4,845553695
6,122,5,845554551
6,153,3,845553726
6,41,3,845553457
6,164,3,845554376
6,197,3,845555172
6,92,4,845555249
6,46,3,845553875
6,3,4,845555151
6,4,4,845553907
6,169,5,845553844
6,160,3,845555436
6,202,4,845554320
6,175,3,845553522
6,139,2,845553283
6,24,3,845554455
6,176,3,845555571
6,217,4,845553253
6,180,3,845553660
6,200,2,845553110
6,37,3,845555436
6,65,3,845554099
6,158,4,845555546
6,26,3,845556119
6,125,1,845555151
6,228,3,845555546
6,124,5,845554603
6,208,4,845553522
6,229,5,845553174
6,172,4,845553457
6,225,5,845553200
6,105,1,845554062
6,99,4,845553200
6,107,3,845555071
6,134,3,845555046
6,142,5,845553757
6,145,3,845556223
6,141,5,845553586
6,14,4,845553253
6,100,4,845555265
6,133,3,845553938
6,32,3,845555172
6,109,3,845553146
6,187,3,845555300
6,22,3,845553938
6,221,5,845553146
6,35,5,845553489
6,182,4,845554455
6,55,3,845555382
6,45,4,845553726
6,94,4,845555402
6,10,4,845553819
6,209,5,845553200
6,152,3,845553457
6,127,3,845555265
6,27,3,845556412
6,183,3,845555094
6,95,4,845554376
6,101,3,845553994
6,113,5,845553317
6,151,3,845554962
6,170,4,845553317
6,11,5,845553726
6,8,4,845553794
6,85,3,845554141
6,88,3,845554296
6,110,5,845553317
6,73,3,845554987
6,48,4,845553110
6,204,3,845553994
6,76,3,845554397
6,1,3,845554320
6,232,3,845554603
6,6,3,845553354
6,90,3,845554505
6,80,4,845554420
6,102,3,845554962
6,212,3,845554224
6,132,3,845554551
6,116,5,845553489
6,59,4,845553200
6,40,3,845553489
6,86,3,845554505
6,188,4,845553457
6,186,3,845555124
6,154,4,845555024
6,171,4,845553283
6,173,3,845554062
6,181,5,845553174
6,84,3,845555546
6,137,3,845555281
6,62,2,845553844
6,219,4,845553907
6,64,4,845555477
6,61,3,845555632
6,126,4,845553522
6,131,4,845554099
6,203,4,845554141
6,81,5,845553200
6,89,3,845553794
6,103,3,845554505
6,138,3,845554584
6,2,4,845554141
6,143,3,845555172
6,70,3,845554176
6,222,3,845553819
6,129,5,845553354
6,149,3,845554455
6,168,3,845555317
6,146,4,845553586
6,199,3,845553522
6,205,3,845555546
6,68,4,845553794
6,144,4,845554908
6,50,3,845553844
6,16,3,845554479
6,91,3,845553426
6,71,3,845554296
6,36,3,845554224
6,165,3,845556181
6,194,3,845554551
6,118,3,845553426
6,191,3,845554099
6,60,4,845554524
6,93,3,845554099
6,25,2,845554349
6,210,3,845554908
6,230,3,845553875
6,207,5,845553559
6,83,4,845555342
6,185,3,845555070
6,136,5,845553381
6,34,5,845553146
6,177,3,845553317
6,128,5,845553109
6,167,3,845553109
6,33,4,845553174
6,52,4,845553819
6,5,5,845553174
6,114,3,845554141
6,20,4,845553354
6,69,3,845555024
6,196,3,845553844
6,13,4,845555342
6,23,5,845554062
6,112,3,845555300
6,58,4,845555265
6,121,4,845555046
6,44,1,845555362
6,28,4,845555151
7,169,3,1106712820
7,86,3,1106636612
7,118,1.5,1106635745
7,174,5,1106713586
7,79,4.5,1106635705
7,222,4.5,1106636527
7,39,4,1106636600
7,226,4.5,1106712818
7,161,4,1106636516
7,21,4,1106712831
7,216,0.5,1157949714
7,168,4.5,1106636584
7,204,4.5,1106712827
7,152,2,1106712812
7,65,4.5,1106636579
7,75,4,1106636520
7,227,3,1173051472
7,76,4,1107473963
7,183,4.5,1106713442
7,60,3.5,1106636782
7,93,2.5,1106636592
7,69,2,1108602792
7,77,4.5,1106636844
7,224,4.5,1106636511
7,112,3.5,1108602755
7,233,1,1106779625
7,185,1,1161738306
7,41,4.5,1106636602
7,127,1.5,1109746594
7,53,1,1106713549
7,74,3.5,1118025961
7,201,1,1110757877
7,101,4.5,1122333561
7,66,4,1110757890
7,229,4,1106636098
7,130,3.5,1110173697
7,110,4,1106636064
7,45,1,1106636095
7,27,2.5,1106636069
7,40,2.5,1111552650
7,94,4,1106636101
7,104,3,1107474020
7,202,3.5,1113353083
7,165,2,1107127004
7,129,3.5,1118025982
7,124,2,1118025946
7,139,1.5,1122940686
7,209,2,1118026013
7,159,3.5,1128486479
7,62,3.5,1116550784
7,232,1,1121041079
7,83,2,1121041002
7,210,1,1125442102
7,49,3,1121041015
7,30,4.5,1122333538
7,100,3.5,1162163504
7,84,3.5,1149548381
7,13,4.5,1144806100
7,25,4,1157949636
7,170,4.5,1157066190
7,105,1,1159225196
7,134,0.5,1161738279
7,59,1,1157949732
7,80,1,1169687318
7,173,4.5,1162163488
7,9,2.5,1174263740
7,214,4.5,1165876367
7,89,3.5,1174263775
7,187,0.5,1176181731
7,119,3,1173051469
7,98,4,839463806
7,55,2,839463509
7,85,4,839463806
7,135,4,839463564
7,166,3,839463624
7,47,5,839463546
7,167,3,839463644
7,141,4,839463546
7,12,5,839463644
7,196,3,839463527
7,51,3,839464076
7,33,4,839463422
7,206,2,839463451
7,36,5,839463509
7,28,4,839463856
7,35,3,839463509
7,126,4,839463470
7,137,3,839464076
7,207,3,839463767
7,211,3,839463856
7,57,5,839463509
7,142,3,839463767
7,73,3,839463489
7,143,4,839463422
7,184,3,839463644
7,5,5,839463489
7,231,3,839463509
7,215,3,839463527
7,8,5,839463767
7,177,5,839463546
7,148,3,839463564
7,50,4,839463644
7,37,5,839463422
7,102,1,839463702
7,144,3,839463728
7,38,4,839463546
7,172,3,839463489
7,56,4,839463527
8,185,4,1044656792
8,145,1,1044657318
8,67,4,1044657144
8,84,5,1044656934
8,121,5,1044656908
8,156,4,1044656962
8,198,1,1044657338
8,134,4,1044657185
8,37,2,1044657269
8,83,4,1044657072
8,155,2,1044657285
8,80,1,1455303387
8,216,3.5,1455301685
8,16,4,1455306173
8,14,3.5,1455357645
8,135,4,1455302254
8,114,0.5,1455306152
8,133,3,1455619275
8,39,3,1455303518
8,214,3,1455357613
8,184,3.5,1455301699
8,25,4,1455306183
8,206,0.5,1455356378
8,171,3.5,1455357517
8,15,0.5,1455356388
8,189,1,1455356578
8,47,0.5,1455356582
8,46,4,1455356591
8,204,3,1455398344
8,154,3.5,1455302676
8,2,4.5,1455356595
8,211,4.5,1455398321
8,226,4,1455356385
8,48,4,1455301798
8,95,3,1455399329
8,88,3.5,1455301898
8,98,3,1455357578
8,129,3,1455303078
8,61,4,1455356588
8,168,3,1455397999
8,30,3,1455357557
9,56,4,1455356347
9,6,4,1455399087
9,162,4.5,1455303046
9,153,3.5,1455402085
9,177,4,1455303057
9,180,3.5,1455399289
9,182,5,1455356656
9,12,3.5,1455398107
9,231,5,1455301847
9,135,3.5,1455356713
9,212,3.5,1455356327
9,169,3,1455397936
9,196,5,1455303064
9,8,2.5,1455302401
9,26,3.5,1455302697
9,42,1,1455398160
9,53,3.5,1455398096
9,99,2.5,1455357527
9,116,4.5,1455357602
9,161,3,1455398153
9,19,3,1455357626
9,79,5,1455302031
9,72,3,1455356796
9,120,4,1455301745
9,45,2.5,1455301854
9,167,3,1455401876
9,15,5,1455302162
9,60,5,1455357502
9,233,3,1455356357
9,155,4.5,1455359663
9,122,1.5,1455399396
9,81,3.5,1455356320
9,66,3.5,1455301825
9,186,3,1455357531
9,230,3.5,1455302791
9,123,4.5,1455302113
9,189,2.5,1455357564
9,195,2,1455398002
9,143,3,1455302689
9,4,2,1455301965
9,94,2.5,1455398339
10,202,4.5,1455302747
10,198,3,1455399200
10,157,3,1455357636
10,4,0.5,1455398141
10,173,5,1455301869
10,34,2.5,1455301741
10,153,3.5,1455399573
10,99,3,1455356987
10,63,3.5,1455301822
10,176,3.5,1455398131
10,96,2.5,1455356351
10,156,3,1455356691
10,48,3,1455357541
10,21,2,1455302684
10,91,3,1455356988
10,30,5,1455306124
10,93,3.5,1455399347
10,51,2.5,1455357716
10,60,5,1455302591
10,127,3.5,1455399313
10,170,3.5,1455357720
10,225,2,1455398390
10,113,3.5,1455357730
10,115,3,1455398396
10,139,3.5,1455306257
10,87,4,1455357504
10,149,3,1455399281
10,105,3,1455356990
10,121,5,1455302120
10,171,5,1455301553
10,55,4.5,1455357387
10,201,4,1455398177
10,143,4,1455356885
10,233,3,1455398127
10,213,3.5,1455399376
10,193,5,1455302172
10,15,0.5,1455301892
10,177,1,1455398105
10,232,3,1455356994
10,40,4,1455398111
10,101,4,1455356177
10,205,4,1455357653
10,142,2.5,1455399232
10,131,3.5,1455357076
10,180,4.5,1455306204
10,136,1,1455398089
10,208,2,1455399188
10,98,0.5,1455302315
10,162,0.5,1455398092
10,37,4,1455357656
10,59,4,1455398144
10,26,4.5,1455357698
10,5,4,1455398275
10,25,1,1455302650
10,138,3.5,1455357384
10,161,5,1455302192
10,8,4,1455356898
10,100,5,1455356776
10,172,5,902154266
10,200,3,902154316
10,49,4,902155135
10,207,2,902154593
10,126,3,902154458
10,210,5,902154266
10,209,5,902154266
10,125,3,902154593
10,185,3,902154567
10,53,4,902154621
10,160,3,902154706
10,66,4,902154383
10,16,4,902155070
10,39,5,902154342
10,134,5,901200263
10,141,3,904510567
10,36,2,902154684
10,132,3,902154431
10,54,4,902154431
10,86,3,902154685
10,22,5,902154316
10,129,3,902154805
10,158,4,902154431
10,144,4,902154383
10,75,3,902154805
10,85,4,902154514
10,95,5,902155043
10,114,4,902154266
10,165,5,902155102
10,61,4,902154514
10,199,4,902154431
10,186,4,902154542
10,179,4,902154487
10,71,3,902154621
10,81,5,901200233
10,203,4,902154266
10,150,4,902155136
10,74,3,902154383
10,178,3,902154542
10,77,1,902154685
10,111,5,902154383
10,107,3,902154647
10,191,4,902154431
10,154,4,902154458
10,184,3,902154542
10,206,5,902155136
10,220,3,1247263495
10,192,5,1247264406
10,23,5,1247263689
10,229,5,1247263444
10,1,4,1247263398
10,137,5,1247263428
10,33,5,1247264220
10,84,4.5,1247263471
10,174,4.5,1247264420
10,106,4,1247264417
10,190,5,1247264138
10,46,5,1247264151
10,24,5,1247264192
10,182,5,1247264457
10,50,5,987895819
10,146,1,987456968
10,10,3,987456968
11,233,4,987895952
11,206,4,987896183
11,165,3,987895651
11,77,4,987895582
11,203,3,987895651
11,190,3,987895952
11,125,5,987895902
11,99,5,987895651
11,150,4,987895720
11,48,3,835441653
11,191,3,835441989
11,46,1,835441168
11,28,4,835441394
11,90,4,835441168
11,106,3,835441186
11,141,5,835441133
11,209,5,835441295
11,219,3,835441371
11,161,5,835441107
11,154,4,835440977
11,22,2,835441012
11,195,3,835441371
11,228,3,835441042
11,175,5,835441168
11,216,5,835441239
11,124,4,835441107
11,36,3,835440978
11,166,3,835441042
11,178,5,835441239
11,33,4,835441066
11,185,2,835441012
11,104,3,835441686
11,68,4,835441239
11,88,1,835441210
11,30,4,835441620
11,189,3,835441328
11,123,4,835441729
11,56,4,835441066
11,69,3,835442201
11,211,3,835441812
11,126,4,835441578
11,73,3,835441262
11,71,3,835441672
11,130,3,835441558
11,65,5,835441347
11,149,3,835442007
11,139,3,835441371
11,97,4,835441415
11,225,3,835441794
11,63,3,835441558
11,12,4,835441239
11,163,3,835441451
11,17,4,835440977
11,187,2,835440976
11,138,4,835441086
11,116,3,835441431
11,92,1,835442447
12,12,3,1510571962
12,195,4,1510571877
12,112,5,1510571866
12,82,1,1299425002
12,18,5,1510571873
12,198,3,1510577958
12,121,5,1510571982
12,59,3,1510577985
12,67,5,1510572012
12,207,2,1510578088
12,127,3.5,1510572881
12,212,2,1299425064
12,175,4,1510571941
12,30,5,1510572645
12,84,4,1510571989
12,177,5,1510572775
12,220,5,1510572653
12,93,5,1510572684
12,49,4,1510572646
12,32,3.5,1510572001
12,173,5,1510571953
12,187,3,1299425144
12,174,3,1510572660
12,8,4.5,1510572798
12,160,2.5,1299424890
12,66,5,1299424826
12,201,5,1510572060
12,172,4,1510572114
12,33,3.5,1510571984
12,125,3,1510578011
13,208,2.5,1299424998
13,112,4.5,1510572005
13,50,4,1510571744
13,157,3,1510571764
13,113,4,1510571751
13,58,4.5,1510572872
13,117,2.5,1510571747
13,232,5,1510571797
13,187,5,1510573324
13,170,4,1510572526
13,144,5,1299425097
13,125,3.5,1510572486
13,155,4,1299425208
13,114,5,1510571768
13,195,1.5,1299425200
13,191,3,1510571680
13,126,4,1510572144
13,179,3,1510571677
13,140,4,1299425113
13,174,3.5,1510572048
13,37,1.5,1510571774
13,105,3,1510577965
13,220,4,1510573239
13,224,5,1510571736
13,151,3.5,1510577956
13,142,3.5,1510571754
13,111,5,1510571789
13,122,4,1510571793
13,63,3,1510578001
14,108,5,1510571938
14,35,3,1510577979
14,78,3.5,1510571682
14,141,3,1510572077
14,152,3.5,1510572802
14,24,3,1510572163
14,94,2.5,1510578083
14,132,3.5,1510572823
14,207,2.5,1510577973
14,128,5,1510572900
14,182,4.5,1510572550
14,69,3,1510573220
14,85,4.5,1510572075
14,130,3,1510577962
14,9,3.5,1510572810
14,66,2,1510571886
14,198,2,1510572096
14,113,3.5,1510577951
14,101,3,1510578158
14,95,4,1510572137
14,90,3,1510572824
14,228,3.5,1510577953
14,96,4,1299425345
14,17,3.5,1510572656
14,210,4,1510578034
14,181,2.5,1510578103
14,39,3,1510572052
14,143,3.5,1510571930
14,12,5,1510572834
14,92,4.5,1510573398
14,140,3.5,1510572833
14,44,2,1510572842
14,133,3,1510573214
14,103,2,1510571987
14,154,3,1510572894
14,177,3,1510572815
14,75,4,1510572473
14,76,1,1510571958
14,19,4,1510572902
14,218,3.5,1510573234
14,4,4.5,1510572095
14,86,4,1510572616
14,202,2,1510572056
14,230,4,1510571878
14,229,1.5,1510573153
14,174,4.5,1510572026
15,31,2,1510572159
15,199,2,1510572009
15,172,2.5,1510573154
15,75,2,1510572126
15,8,5,1510572679
15,56,2,1510571949
15,130,2,1510572670
15,192,1,1510573305
15,107,4,1510571883
15,100,4.5,1510572481
15,63,3,1510572581
15,168,5,1510572535
15,89,3,1510578039
15,232,3.5,1510578028
15,43,3.5,1510572512
15,117,5,1510572789
15,161,3.5,1510572516
15,96,3.5,1377477814
15,44,4,1377476781
15,41,4.5,1377477446
15,16,2,1377476617
15,76,3,1377476936
15,84,4,1377477870
15,110,3,1377477302
15,45,4,1377476766
15,226,4,1377476675
15,70,3.5,1377477951
15,80,4,1377476787
15,139,4.5,1377477340
15,112,3,1377476977
15,221,4.5,1377477406
15,46,4,1377477470
15,141,4,1377476943
15,114,4.5,1377476825
15,26,4,1377476589
15,228,2.5,1377476772
15,71,3.5,1377476805
15,49,3.5,1377476810
15,189,4,1377477016
15,82,3.5,1377477349
15,74,4,1377477608
15,205,4,1377476972
15,163,4,1377477315
15,51,4,1377476909
15,30,3.5,1377476649
15,59,2.5,1377476656
15,29,4,1377476813
15,147,3,1377476993
15,129,4,1377477008
15,165,3.5,1377476852
15,94,5,1377477911
15,194,3,1377477410
15,181,4,1377476856
15,23,4,1377476891
15,153,4,1377477450
15,109,3.5,1377476956
15,50,4,1377477839
15,88,3,1377477594
15,233,4.5,1377477957
15,196,4,1377477855
15,61,4,1377477576
15,60,4,1377477535
15,6,4.5,1377476948
15,33,4,1377476887
15,223,4,1377476629
15,204,4,1377477387
15,83,4,1377477457
15,90,3,1377477580
15,13,4,1377477583
15,197,3.5,1377477542
15,222,3.5,1377476680
15,146,3.5,1377477954
15,115,4,1377476792
15,38,3.5,1377476690
15,3,3.5,1377477278
15,191,1.5,1377476573
15,86,3,1377476611
15,211,3.5,1377476921
15,79,3,1377476582
15,145,3.5,1377476693
15,171,3.5,1377476594
15,39,3.5,1377477612
15,103,3.5,1377476998
15,138,3.5,1377476874
15,148,4,1377477521
15,169,3.5,1377477000
15,160,4,1377476635
15,174,3.5,1377476640
15,21,3.5,1377477379
15,4,4,1377477908
15,34,4,1377477903
15,57,4,1377477886
15,220,3.5,1377476669
15,64,3,1377477891
15,62,4.5,1377476925
15,143,3.5,1377477936
15,93,4,1377476860
15,121,3.5,1377477289
15,218,4.5,1377476877
15,179,4,1377477435
15,47,3.5,1377477424
15,227,4,1377477298
15,106,3.5,1377477637
15,137,3.5,1377477464
16,15,4,1305696486
16,231,5,1305696683
16,220,3.5,1305696265
16,79,4,1307262274
16,74,3.5,1305696226
16,110,4.5,1305696325
16,198,4,1305696741
16,83,4,1307262280
16,27,4.5,1322629080
16,200,4,1305696318
16,14,3.5,1305696352
16,222,4.5,1305696771
16,60,5,1305696635
16,182,3.5,1305696774
16,51,4.5,1305696619
16,146,5,1305696878
16,135,5,1322628945
16,133,3.5,1307262267
16,187,5,1305696490
16,185,4.5,1305696699
16,24,4.5,1305696752
16,21,4.5,1305696870
16,162,4.5,1326943248
16,38,4,1305696795
16,99,5,1305696931
16,66,4,1307262291
16,139,4,1322628838
16,42,4,1305696786
16,26,4,1305696254
16,106,4.5,1305696846
16,39,4,1305696691
16,167,3,1322629202
16,8,3.5,1305696232
16,55,4,1305696277
16,11,3,1322629229
16,181,5,1322629209
16,96,4,1305696313
16,98,4,1305696258
16,54,3.5,1307262285
16,91,4.5,1305696726
16,186,4,1305696788
16,156,4.5,1305696670
16,102,4.5,1322629245
16,105,5,1305696756
16,32,3.5,1305696306
16,75,4,1305696835
16,37,4,1322628761
16,176,4.5,1305696867
16,17,4.5,1305696285
16,230,4.5,1322629233
16,137,4,1305696358
16,127,3.5,1307262260
16,73,4,1305696721
16,31,4.5,1307262300
16,50,3.5,1305696292
16,226,4.5,1322629083
16,178,4,1305696762
16,16,4,1305696310
16,136,4.5,1305696817
16,173,5,1322628751
16,210,4,1305696779
16,33,5,1305696823
16,62,4,1326943200
16,22,4.5,1322628668
16,166,5,1322628881
16,35,3.5,1322629189
16,229,5,1322628786
16,131,4.5,1305696820
16,95,4,1305696864
16,207,4,1322628790
16,117,4.5,1322629178
16,92,4,1305696851
16,89,4.5,1322629142
16,193,4,1305696748
16,88,4.5,1305696675
16,81,3.5,1305696839
16,169,3.5,1322629112
16,140,4,1305696894
16,5,4.5,1322629267
16,165,3.5,1307262449
16,82,4,1305696624
16,160,4.5,1305696716
16,103,4,1305696734
17,97,3.5,1456864434
17,29,4,1455748933
17,93,4,1455209902
17,160,4,1455617692
17,81,3,1455617516
17,16,4,1455617470
17,109,2.5,1455748462
17,119,4.5,1455529905
17,151,4,1455049368
17,150,4,1455617466
17,37,4.5,1455050049
17,107,4,1455050745
17,7,5,1455049328
17,20,4,1455231677
17,5,4,1455748833
17,223,2.5,1455209869
17,63,4.5,1455050112
17,180,3,1455209887
17,225,2.5,1455618093
17,206,3,1455748940
17,18,2.5,1455617791
17,230,2.5,1455209879
17,170,2.5,1455209846
17,112,4,1462138790
17,26,2,1459946774
17,200,3,1455748803
17,174,3.5,1477432493
17,172,2.5,1459946776
17,61,3.5,1455209811
17,64,3.5,1455618095
17,4,2,1456864767
17,91,4,1455749987
17,193,4.5,1455050006
17,12,4,1456745325
17,212,4,1504907725
17,203,3.5,1455748696
17,133,3.5,1455209912
